COG_ID	category	name	combined_input	combined_out_post	combined_present	euryroot_ml_input	euryroot_ml_out_post	euryroot_ml_present	euryroot_unif_input	euryroot_unif_out_post	euryroot_unif_present	gld_min1_input	gld_min1_out_post	gld_min1_present	gld_min4_input	gld_min4_out_post	gld_min4_present
COG5186	A	Poly(A) polymerase Pap1	0.0000	0.0002	0	0.0000	0.0006	0	0.0000	0.0001	0	0.0000	0.0046	0	0.0000	0.0011	0
COG5187			0.0000	0.0003	0	0.0000	0.0014	0	0.0000	0.0003	0	0.0000	0.0150	0	0.0000	0.0026	0
COG5188			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0039	0	0.0000	0.0003	0
COG5189			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0069	0	0.0000	0.0005	0
COG5190	K	TFIIF-interacting CTD phosphatase, includes NLI-interacting factor	0.0000	0.0009	0	0.0000	0.0019	0	0.0000	0.0004	0	0.0000	0.0123	0	0.0000	0.0023	0
COG5192			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0054	0	0.0000	0.0006	0
COG5193			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0078	0	0.0000	0.0007	0
COG5194			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0034	0	0.0000	0.0005	0
COG5195			0.0000	0.0019	0	0.0000	0.0163	0	0.0000	0.0017	0	0.0000	0.0437	0	0.0000	0.0225	0
COG5196			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0042	0	0.0000	0.0004	0
COG5198			0.0000	0.0001	0	0.0000	0.0009	0	0.0000	0.0001	0	0.0000	0.0035	0	0.0000	0.0011	0
COG5199			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0091	0	0.0000	0.0009	0
COG5200			0.0000	0.0000	0	0.0000	0.0000	0	0.0000	0.0000	0	0.0000	0.0015	0	0.0000	0.0001	0
COG5201			0.0000	0.0000	0	0.0000	0.0013	0	0.0000	0.0000	0	0.0000	0.0096	0	0.0000	0.0026	0
COG5206	O	Glycosylphosphatidylinositol transamidase (GPIT), subunit GPI8	0.0000	0.0001	0	0.0000	0.0007	0	0.0000	0.0001	0	0.0000	0.0021	0	0.0000	0.0012	0
COG5207	R	Uncharacterized Zn-finger protein, UBP-type	0.0000	0.0017	0	0.0400	0.0204	0	0.0000	0.0018	0	0.0063	0.0823	0	0.0016	0.0331	0
COG5209			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0060	0	0.0000	0.0005	0
COG5210			0.0000	0.0000	0	0.0000	0.0007	0	0.0000	0.0000	0	0.0000	0.0132	0	0.0000	0.0022	0
COG5212	T	cAMP phosphodiesterase	0.0000	0.0002	0	0.0000	0.0006	0	0.0000	0.0002	0	0.0000	0.0020	0	0.0000	0.0010	0
COG5213			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0041	0	0.0000	0.0004	0
COG5214			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0052	0	0.0000	0.0006	0
COG5215			0.0000	0.0001	0	0.0000	0.0009	0	0.0000	0.0001	0	0.0000	0.0065	0	0.0000	0.0017	0
COG5216			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0065	0	0.0000	0.0008	0
COG5217			0.0000	0.0002	0	0.0000	0.0023	0	0.0000	0.0002	0	0.0000	0.0059	0	0.0000	0.0029	0
COG5218			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0049	0	0.0000	0.0006	0
COG5219			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0037	0	0.0000	0.0003	0
COG5222			0.0000	0.0002	0	0.0000	0.0013	0	0.0000	0.0002	0	0.0000	0.0176	0	0.0000	0.0025	0
COG5225			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0040	0	0.0000	0.0003	0
COG5226			0.0000	0.0000	0	0.0000	0.0008	0	0.0000	0.0000	0	0.0000	0.0068	0	0.0000	0.0017	0
COG5227			0.0000	0.0000	0	0.0000	0.0008	0	0.0000	0.0000	0	0.0000	0.0168	0	0.0000	0.0026	0
COG5228			0.0000	0.0000	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0121	0	0.0000	0.0018	0
COG5230			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0037	0	0.0000	0.0003	0
COG5231			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0060	0	0.0000	0.0005	0
COG5235			0.0000	0.0000	0	0.0000	0.0016	0	0.0000	0.0000	0	0.0000	0.0250	0	0.0000	0.0061	0
COG5236			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0041	0	0.0000	0.0003	0
COG5237			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0033	0	0.0000	0.0002	0
COG5238	J	Ran GTPase-activating protein (RanGAP) involved in mRNA processing and transport	0.0000	0.0004	0	0.0000	0.0014	0	0.0000	0.0003	0	0.0000	0.0046	0	0.0000	0.0015	0
COG5239			0.0000	0.0001	0	0.0000	0.0007	0	0.0000	0.0001	0	0.0000	0.0033	0	0.0000	0.0010	0
COG5240			0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0063	0	0.0000	0.0009	0
COG5241			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0059	0	0.0000	0.0005	0
COG5243			0.0000	0.0000	0	0.0000	0.0005	0	0.0000	0.0000	0	0.0000	0.0095	0	0.0000	0.0014	0
COG5244			0.0000	0.0008	0	0.0000	0.0033	0	0.0000	0.0005	0	0.0000	0.0193	0	0.0000	0.0047	0
COG5245			0.0000	0.0002	0	0.0000	0.0012	0	0.0000	0.0002	0	0.0000	0.0029	0	0.0000	0.0017	0
COG5246			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0025	0	0.0000	0.0002	0
COG5247			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0020	0	0.0000	0.0003	0
COG5249			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0055	0	0.0000	0.0004	0
COG5251			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0050	0	0.0000	0.0006	0
COG5252			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0035	0	0.0000	0.0004	0
COG5253			0.0000	0.9642	1	0.0000	0.9905	1	0.0000	0.9629	1	0.0000	0.9832	1	0.0000	0.9736	1
COG5254			0.0000	0.0000	0	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0101	0	0.0000	0.0011	0
COG5255	S	Uncharacterized conserved protein	0.0000	0.0012	0	0.0000	0.0015	0	0.0000	0.0007	0	0.0000	0.0066	0	0.0000	0.0022	0
COG5256	J	Translation elongation factor EF-1alpha (GTPase)	0.9450	0.9982	1	0.9700	0.9999	1	0.1100	0.9940	1	1.0000	0.9999	1	1.0000	0.9999	1
COG5258	R	GTPase	0.0000	0.0024	0	0.8400	0.1012	0	0.0500	0.0112	0	0.9999	0.0865	0	0.9434	0.1416	0
COG5259			0.0000	0.0000	0	0.0000	0.0002	0	0.0000	0.0000	0	0.0000	0.0042	0	0.0000	0.0008	0
COG5260			0.0000	0.0049	0	0.0000	0.0154	0	0.0000	0.0037	0	0.0000	0.0796	0	0.0000	0.0200	0
COG5261			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0026	0	0.0000	0.0006	0
COG5262			0.0000	0.0000	0	0.0000	0.0018	0	0.0000	0.0000	0	0.0000	0.0131	0	0.0000	0.0037	0
COG5263	G	Glucan-binding domain (YG repeat)	0.0000	0.0028	0	0.0000	0.0015	0	0.0000	0.0029	0	0.0000	0.0018	0	0.0000	0.0013	0
COG5264			0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0086	0	0.0000	0.0011	0
COG5265	O	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components	0.0000	0.0013	0	0.0000	0.0005	0	0.0000	0.0014	0	0.0000	0.0003	0	0.0000	0.0003	0
COG5266	R	Uncharacterized protein, contains GH25 family domain	0.0000	0.0522	0	0.0000	0.0369	0	0.0000	0.0477	0	0.1361	0.0870	0	0.0001	0.1034	0
COG5267	S	Uncharacterized conserved protein, DUF1800 family	0.0000	0.0006	0	0.0000	0.0010	0	0.0000	0.0004	0	0.0000	0.0049	0	0.0000	0.0014	0
COG5268	U	Type IV secretory pathway, TrbD component	0.0000	0.0018	0	0.0000	0.0014	0	0.0000	0.0014	0	0.0000	0.0033	0	0.0000	0.0014	0
COG5271	J	Midasin, AAA ATPase with  vWA domain, involved in ribosome maturation	0.0000	0.0022	0	0.0000	0.0091	0	0.0000	0.0018	0	0.0000	0.0445	0	0.0000	0.0123	0
COG5272	O	Ubiquitin	0.0000	0.0124	0	0.0000	0.0143	0	0.0000	0.0097	0	0.0000	0.0370	0	0.0000	0.0343	0
COG5273			0.0000	0.0003	0	0.0000	0.0012	0	0.0000	0.0003	0	0.0000	0.0042	0	0.0000	0.0017	0
COG5274	CI	Cytochrome b involved in lipid metabolism	0.0000	0.0019	0	0.0000	0.0068	0	0.0000	0.0014	0	0.0000	0.0216	0	0.0000	0.0072	0
COG5275	R	BRCT domain type II	0.0000	0.0011	0	0.0000	0.0048	0	0.0000	0.0007	0	0.0000	0.0124	0	0.0000	0.0052	0
COG5276	S	Uncharacterized secreted protein, contains LVIVD repeats, choice-of-anchor domain	0.0000	0.0175	0	0.0100	0.0854	0	0.0000	0.0174	0	0.9985	0.5193	1	0.0191	0.1244	0
COG5277	Z	Actin-related protein	0.0000	0.0166	0	0.4000	0.1851	0	0.0000	0.0162	0	0.8346	0.4452	0	0.6955	0.4919	0
COG5278	T	Extracytoplasmic sensor domain CHASE3 (specificity unknown)	0.0000	0.0010	0	0.0000	0.0033	0	0.0000	0.0006	0	0.0000	0.0250	0	0.0000	0.0076	0
COG5279	D	Cytokinesis protein 3, contains TGc (transglutaminase/protease-like) domain	0.0000	0.0057	0	0.0000	0.0042	0	0.0000	0.0049	0	0.0000	0.0049	0	0.0000	0.0024	0
COG5280	X	Phage-related minor tail protein	0.0000	0.0041	0	0.0000	0.0024	0	0.0000	0.0032	0	0.0000	0.0059	0	0.0000	0.0028	0
COG5281	X	Phage-related minor tail protein	0.0000	0.0008	0	0.0000	0.0007	0	0.0000	0.0007	0	0.0000	0.0009	0	0.0000	0.0005	0
COG5282	O	Zn-dependent metallopeptidase, zincin/DUF2342 superfamily	0.0000	0.0128	0	0.0000	0.0223	0	0.0000	0.0088	0	0.0005	0.4321	0	0.0000	0.0560	0
COG5283	X	Phage-related tail protein	0.0000	0.0118	0	0.0000	0.0037	0	0.0000	0.0101	0	0.0000	0.0094	0	0.0000	0.0040	0
COG5285	Q	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	0.0000	0.0006	0	0.0000	0.0001	0	0.0000	0.0007	0	0.0004	0.0045	0	0.0000	0.0002	0
COG5290			0.0000	0.0003	0	0.0000	0.0005	0	0.0000	0.0002	0	0.0000	0.0020	0	0.0000	0.0005	0
COG5291			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0043	0	0.0000	0.0005	0
COG5293	S	Uncharacterized conserved protein YydD, contains DUF2326 domain	0.0000	0.0102	0	0.0000	0.0136	0	0.0000	0.0050	0	0.0000	0.0903	0	0.0000	0.0099	0
COG5294	S	Uncharacterized conserved protein YxeA, DUF1093 family	0.0000	0.0002	0	0.0000	0.0006	0	0.0000	0.0002	0	0.0000	0.0012	0	0.0000	0.0006	0
COG5295	UW	Autotransporter adhesin	0.0000	0.0084	0	0.0000	0.0066	0	0.0000	0.0049	0	0.0000	0.0233	0	0.0000	0.0062	0
COG5296			0.0000	0.0001	0	0.0000	0.0006	0	0.0000	0.0001	0	0.0000	0.0019	0	0.0000	0.0012	0
COG5297	G	Cellulase/cellobiase CelA1	0.0000	0.0123	0	0.0000	0.0051	0	0.0000	0.0094	0	0.0000	0.0138	0	0.0000	0.0041	0
COG5298	R	Predicted metal-dependent carbohydrate esterase YdaL, contains NodB-like catalytic (CE4) domain	0.0000	0.0030	0	0.0000	0.0077	0	0.0000	0.0022	0	0.0000	0.0694	0	0.0000	0.0091	0
COG5301	X	Phage-related tail fiber protein	0.0000	0.0028	0	0.0000	0.0011	0	0.0000	0.0026	0	0.0000	0.0028	0	0.0000	0.0011	0
COG5302	X	Post-segregation antitoxin (ccd killing mechanism protein) encoded by the F plasmid	0.0000	0.0006	0	0.0000	0.0017	0	0.0000	0.0006	0	0.0000	0.0058	0	0.0000	0.0028	0
COG5304	K	Predicted DNA binding protein, CopG/RHH family	0.0000	0.0020	0	0.0496	0.0419	0	0.0000	0.0016	0	0.9653	0.2361	0	0.1969	0.0755	0
COG5305	R	Uncharacterized membrane protein PF0508, contains N-terminal glycosyltransferase domain of PMT family	0.0150	0.0760	0	0.4568	0.1465	0	0.0000	0.0078	0	0.9987	0.2607	0	0.0157	0.0496	0
COG5306	R	Uncharacterized conserved protein MJ1470, contains DUF2341 domain, predicted component of type IV pili-like system	0.0000	0.2984	0	0.6467	0.9574	1	0.0000	0.1254	0	0.9997	0.9808	1	0.0290	0.8194	1
COG5307	R	Guanine-nucleotide exchange factor YEL1, contains Sec7 domain	0.0000	0.0000	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0012	0	0.0000	0.0007	0
COG5308			0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0087	0	0.0000	0.0010	0
COG5309	G	Exo-beta-1,3-glucanase,  GH17 family	0.0000	0.0016	0	0.0000	0.0073	0	0.0000	0.0013	0	0.0000	0.0856	0	0.0000	0.0106	0
COG5310	Q	Homospermidine synthase	0.0000	0.0136	0	0.0200	0.1297	0	0.0000	0.0108	0	0.1972	0.1924	0	0.0001	0.1214	0
COG5314	X	Conjugal transfer/entry exclusion protein	0.0000	0.0027	0	0.0000	0.0015	0	0.0000	0.0029	0	0.0000	0.0031	0	0.0000	0.0017	0
COG5316	S	Uncharacterized protein, contains DUF4139 domain	0.0000	0.1970	0	0.0400	0.4507	0	0.0000	0.0522	0	0.9989	0.8174	1	0.5238	0.6882	1
COG5317	S	Uncharacterized conserved protein, DUF1465 domain	0.0000	0.0008	0	0.0000	0.0035	0	0.0000	0.0008	0	0.0000	0.0161	0	0.0000	0.0077	0
COG5319	S	Uncharacterized conserved protein, DUF1178 domain	0.0000	0.0167	0	0.0000	0.0306	0	0.0000	0.0114	0	0.0000	0.0788	0	0.0000	0.0358	0
COG5321	S	Uncharacterized conserved protein	0.0000	0.0048	0	0.0000	0.0039	0	0.0000	0.0036	0	0.0000	0.0392	0	0.0000	0.0063	0
COG5322	R	Predicted amino acid dehydrogenase	0.0000	0.0140	0	0.0000	0.0247	0	0.0000	0.0083	0	0.0000	0.1438	0	0.0000	0.0448	0
COG5323	X	Phage large terminase packaging protein	0.0000	0.0047	0	0.0000	0.0082	0	0.0000	0.0033	0	0.0000	0.0216	0	0.0000	0.0125	0
COG5324	J	tRNA splicing ligase	0.0000	0.0003	0	0.0000	0.0021	0	0.0000	0.0003	0	0.0000	0.0179	0	0.0000	0.0040	0
COG5328	S	Uncharacterized conserved protein, UPF0262 family	0.0000	0.0015	0	0.0000	0.0045	0	0.0000	0.0013	0	0.0000	0.0257	0	0.0000	0.0104	0
COG5329			0.0000	0.0002	0	0.0000	0.0013	0	0.0000	0.0002	0	0.0000	0.0058	0	0.0000	0.0024	0
COG5330	S	Uncharacterized conserved protein, DUF2336 family	0.0000	0.0018	0	0.0000	0.0022	0	0.0000	0.0015	0	0.0000	0.0052	0	0.0000	0.0032	0
COG5331	S	Uncharacterized conserved protein	0.0000	0.0002	0	0.0000	0.0005	0	0.0000	0.0003	0	0.0000	0.0007	0	0.0000	0.0005	0
COG5333			0.0000	0.0000	0	0.0000	0.0006	0	0.0000	0.0000	0	0.0000	0.0131	0	0.0000	0.0018	0
COG5336	C	FoF1-type ATP synthase AtpZ/Atp1/AtpQ subunit, putative Ca2+/Mg2+ transporter	0.0000	0.0012	0	0.0000	0.0038	0	0.0000	0.0019	0	0.0000	0.0120	0	0.0000	0.0034	0
COG5337	M	Spore coat protein CotH	0.0000	0.0071	0	0.0000	0.0058	0	0.0000	0.0051	0	0.0000	0.0096	0	0.0000	0.0027	0
COG5338	S	Uncharacterized conserved protein	0.0000	0.0035	0	0.0000	0.0034	0	0.0000	0.0032	0	0.0000	0.0102	0	0.0000	0.0061	0
COG5339	S	Uncharacterized conserved protein YdgA, DUF945 family	0.0000	0.0008	0	0.0000	0.0008	0	0.0000	0.0007	0	0.0000	0.0019	0	0.0000	0.0012	0
COG5340	V	Abortive phage infection protein AbiEi, antitoxin conponent of an AbiEi-AbiEii TA system	0.0100	0.6967	1	0.8600	0.6616	1	0.0100	0.3516	0	1.0000	0.6078	1	0.9988	0.6796	1
COG5341	S	Uncharacterized conserved protein	0.0000	0.0014	0	0.0000	0.0014	0	0.0000	0.0014	0	0.0000	0.0008	0	0.0000	0.0006	0
COG5342	R	Invasion protein IalB, involved in pathogenesis	0.0000	0.0012	0	0.0000	0.0004	0	0.0000	0.0012	0	0.0000	0.0003	0	0.0000	0.0004	0
COG5343	T	Anti-sigma-K factor RskA	0.0000	0.0007	0	0.0000	0.0013	0	0.0000	0.0008	0	0.0000	0.0146	0	0.0000	0.0018	0
COG5345	S	Uncharacterized conserved protein, DUF2333 domain	0.0000	0.0019	0	0.0000	0.0056	0	0.0000	0.0013	0	0.0000	0.0408	0	0.0000	0.0084	0
COG5346	S	Uncharacterized membrane protein	0.0000	0.0009	0	0.0000	0.0017	0	0.0000	0.0005	0	0.0000	0.0078	0	0.0000	0.0026	0
COG5347			0.0000	0.0001	0	0.0000	0.0015	0	0.0000	0.0001	0	0.0000	0.0096	0	0.0000	0.0026	0
COG5349	S	Uncharacterized conserved protein, DUF983 family	0.0000	0.0011	0	0.0000	0.0034	0	0.0000	0.0016	0	0.0000	0.0197	0	0.0000	0.0052	0
COG5350	R	Predicted protein tyrosine phosphatase	0.0000	0.0089	0	0.0000	0.0082	0	0.0000	0.0054	0	0.0000	0.0423	0	0.0000	0.0145	0
COG5351	S	Uncharacterized conserved protein, DUF2169 domain	0.0000	0.0008	0	0.0000	0.0012	0	0.0000	0.0007	0	0.0000	0.0062	0	0.0000	0.0014	0
COG5352	S	Uncharacterized conserved protein	0.0000	0.0014	0	0.0000	0.0022	0	0.0000	0.0016	0	0.0000	0.0010	0	0.0000	0.0019	0
COG5353	S	Uncharacterized conserved protein YpmB, contains C-terminal PepSY domain	0.0000	0.0000	0	0.0000	0.0018	0	0.0000	0.0000	0	0.0000	0.0359	0	0.0000	0.0064	0
COG5354			0.0000	0.0006	0	0.0000	0.0047	0	0.0000	0.0004	0	0.0000	0.0517	0	0.0000	0.0077	0
COG5360	R	Uncharacterized conserved protein, heparinase superfamily	0.0000	0.0113	0	0.0000	0.0064	0	0.0000	0.0090	0	0.0000	0.0682	0	0.0000	0.0107	0
COG5361	X	Uncharacterized conserved protein	0.0000	0.0093	0	0.0000	0.0099	0	0.0000	0.0067	0	0.0163	0.1997	0	0.0002	0.0762	0
COG5362	X	Phage terminase large subunit	0.0000	0.0079	0	0.2300	0.0413	0	0.0000	0.0093	0	1.0000	0.1370	0	0.3259	0.0332	0
COG5368	G	Endo-beta-1,2-glucanase, glucoamylase superfamily	0.0000	0.0062	0	0.0000	0.0074	0	0.0000	0.0046	0	0.0000	0.0094	0	0.0000	0.0066	0
COG5371	F	Nucleoside diphosphatase, GDA1/CD39 family	0.0000	0.0002	0	0.0000	0.0006	0	0.0000	0.0002	0	0.0000	0.0018	0	0.0000	0.0009	0
COG5373	S	Uncharacterized membrane protein	0.0000	0.0007	0	0.0000	0.0004	0	0.0000	0.0009	0	0.0000	0.0008	0	0.0000	0.0003	0
COG5375	S	Uncharacterized conserved protein	0.0000	0.0017	0	0.0000	0.0066	0	0.0000	0.0018	0	0.0000	0.0142	0	0.0000	0.0108	0
COG5377	X	Phage-related protein, predicted endonuclease	0.0000	0.0022	0	0.0000	0.0007	0	0.0000	0.0026	0	0.0000	0.0020	0	0.0000	0.0007	0
COG5378	R	Predicted nucleic acid-binding protein, contains PIN domain	0.0150	0.5331	1	0.8100	0.9803	1	0.0100	0.3002	0	0.9970	0.9884	1	0.7148	0.9595	1
COG5379	I	S-adenosylmethionine:diacylglycerol 3-amino-3-carboxypropyl transferase	0.0000	0.0008	0	0.0000	0.0010	0	0.0000	0.0008	0	0.0000	0.0024	0	0.0000	0.0014	0
COG5380	O	Lipase chaperone LimK	0.0000	0.0021	0	0.0000	0.0040	0	0.0000	0.0022	0	0.0000	0.0069	0	0.0000	0.0027	0
COG5381	S	Uncharacterized conserved protein	0.0000	0.0010	0	0.0000	0.0025	0	0.0000	0.0006	0	0.0000	0.0119	0	0.0000	0.0031	0
COG5383	R	Uncharacterized metalloenzyme YdcJ, glyoxalase superfamily	0.0000	0.0003	0	0.0000	0.0003	0	0.0000	0.0002	0	0.0000	0.0013	0	0.0000	0.0006	0
COG5384			0.0000	0.0005	0	0.0000	0.0022	0	0.0000	0.0004	0	0.0000	0.0048	0	0.0000	0.0025	0
COG5385	T	Histidine phosphotransfer protein ChpT, HPt domain	0.0000	0.0006	0	0.0000	0.0045	0	0.0000	0.0006	0	0.0000	0.0191	0	0.0000	0.0095	0
COG5386	P	Heme-binding NEAT domain	0.0000	0.0013	0	0.0000	0.0034	0	0.0000	0.0008	0	0.0000	0.0198	0	0.0000	0.0051	0
COG5387	O	Mitochondrial FoF1-type ATP synthase assembly chaperone ATP12	0.0000	0.0007	0	0.0000	0.0046	0	0.0000	0.0007	0	0.0000	0.0249	0	0.0000	0.0107	0
COG5388	S	Uncharacterized conserved protein	0.0000	0.0004	0	0.0000	0.0030	0	0.0000	0.0003	0	0.0000	0.0186	0	0.0000	0.0064	0
COG5389	S	Uncharacterized conserved protein, DUF721 domain	0.0000	0.0018	0	0.0000	0.0038	0	0.0000	0.0019	0	0.0000	0.0037	0	0.0000	0.0031	0
COG5391			0.0000	0.0000	0	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0091	0	0.0000	0.0012	0
COG5393	S	Uncharacterized membrane protein YqjE	0.0000	0.0045	0	0.0000	0.0094	0	0.0000	0.0044	0	0.0000	0.0294	0	0.0000	0.0167	0
COG5394	QT	Polyhydroxyalkanoate (PHA) synthesis regulator protein, binds DNA and PHA	0.0000	0.0017	0	0.0000	0.0014	0	0.0000	0.0013	0	0.0000	0.0112	0	0.0000	0.0027	0
COG5395	S	Uncharacterized membrane protein	0.0000	0.0003	0	0.0000	0.0005	0	0.0000	0.0002	0	0.0000	0.0194	0	0.0000	0.0011	0
COG5397	S	Uncharacterized conserved protein	0.0000	0.0020	0	0.0000	0.0056	0	0.0000	0.0017	0	0.0000	0.0195	0	0.0000	0.0074	0
COG5398	H	Heme oxygenase	0.0000	0.0020	0	0.0000	0.0056	0	0.0000	0.0017	0	0.0000	0.0410	0	0.0000	0.0070	0
COG5399	S	Uncharacterized conserved protein, DUF2286 domain	0.0000	0.0051	0	0.0000	0.0967	0	0.0000	0.0065	0	0.0420	0.3988	0	0.0050	0.2955	0
COG5400	S	Uncharacterized conserved protein	0.0000	0.0035	0	0.0000	0.0060	0	0.0000	0.0020	0	0.0000	0.0172	0	0.0000	0.0095	0
COG5401	D	Spore germination protein GerM	0.0000	0.0048	0	0.0000	0.0053	0	0.0000	0.0029	0	0.0000	0.0493	0	0.0000	0.0104	0
COG5402	S	Uncharacterized protein, contains DUF1214 domain	0.0000	0.0024	0	0.0000	0.0033	0	0.0000	0.0022	0	0.0000	0.0066	0	0.0000	0.0049	0
COG5403	S	Uncharacterized conserved protein, DUF937 domain	0.0000	0.0033	0	0.0000	0.0072	0	0.0000	0.0015	0	0.0000	0.0229	0	0.0000	0.0119	0
COG5404	D	Cell division inhibitor SulA, prevents FtsZ ring assembly	0.0000	0.0001	0	0.0000	0.0012	0	0.0000	0.0001	0	0.0000	0.0067	0	0.0000	0.0033	0
COG5405	O	ATP-dependent protease HslVU (ClpYQ), peptidase subunit	0.0000	0.0008	0	0.0000	0.0007	0	0.0000	0.0016	0	0.0000	0.0026	0	0.0000	0.0014	0
COG5406			0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0058	0	0.0000	0.0008	0
COG5407	U	Preprotein translocase subunit Sec63	0.0000	0.0001	0	0.0000	0.0023	0	0.0000	0.0001	0	0.0000	0.0312	0	0.0000	0.0055	0
COG5409			0.0000	0.0000	0	0.0000	0.0001	0	0.0000	0.0000	0	0.0000	0.0023	0	0.0000	0.0003	0
COG5410	S	Uncharacterized conserved protein	0.0000	0.0455	0	0.0000	0.0517	0	0.0000	0.0502	0	0.0000	0.2370	0	0.0000	0.0606	0
COG5411			0.0000	0.0000	0	0.0000	0.0003	0	0.0000	0.0000	0	0.0000	0.0017	0	0.0000	0.0006	0
COG5412	X	Phage-related protein	0.0000	0.0027	0	0.0000	0.0028	0	0.0000	0.0026	0	0.0000	0.0092	0	0.0000	0.0040	0
COG5413	S	Uncharacterized integral membrane protein	0.0000	0.0015	0	0.0000	0.0109	0	0.0000	0.0016	0	0.0000	0.0193	0	0.0000	0.0090	0
COG5414			0.0000	0.0006	0	0.0000	0.0027	0	0.0000	0.0004	0	0.0000	0.0207	0	0.0000	0.0042	0
COG5416	S	Uncharacterized integral membrane protein YrvD	0.0000	0.0071	0	0.0000	0.0089	0	0.0000	0.0084	0	0.0000	0.0377	0	0.0000	0.0113	0
COG5417	U	ESX protein secretion system component YukD	0.0000	0.0000	0	0.0000	0.0004	0	0.0000	0.0000	0	0.0000	0.0056	0	0.0000	0.0012	0
COG5418	S	Predicted secreted protein	0.0050	0.4750	0	0.9200	0.9160	1	0.0100	0.3632	0	0.9996	0.8815	1	0.0736	0.5743	1
COG5419	S	Uncharacterized conserved protein, DUF2285 domain	0.0000	0.0007	0	0.0000	0.0017	0	0.0000	0.0005	0	0.0000	0.0058	0	0.0000	0.0028	0
COG5420	S	Uncharacterized protein, UPF0437 family	0.0000	0.0035	0	0.0000	0.0091	0	0.0000	0.0019	0	0.0000	0.0745	0	0.0000	0.0122	0
COG5421	X	Transposase	0.0000	0.0977	0	0.1462	0.5782	1	0.0000	0.0673	0	1.0000	0.9553	1	0.9973	0.6970	1
COG5422			0.0000	0.0003	0	0.0000	0.0015	0	0.0000	0.0002	0	0.0000	0.0046	0	0.0000	0.0017	0
COG5423	S	Predicted metal-binding protein	0.0100	0.8204	1	0.8000	0.9396	1	0.0600	0.5978	1	1.0000	0.9868	1	0.9173	0.9778	1
COG5424	H	Pyrroloquinoline quinone (PQQ) biosynthesis protein C	0.0000	0.0060	0	0.0000	0.0025	0	0.0000	0.0134	0	0.9934	0.0592	0	0.0017	0.0129	0
COG5425	S	Usg protein (tryptophan operon, function unknown)	0.0000	0.0008	0	0.0000	0.0041	0	0.0000	0.0011	0	0.0000	0.0282	0	0.0000	0.0072	0
COG5426	R	Uncharacterized protein STM3548, contains class I glutamine amidotransferase domain	0.0000	0.0156	0	0.0000	0.0073	0	0.0000	0.0141	0	0.0000	0.0530	0	0.0000	0.0145	0
